MAP3K2,"['stress-activated protein kinase signaling cascade', 'activation of JUN kinase activity', 'signal transduction by protein phosphorylation', 'activation of MAPK activity', 'activation of MAPKK activity', 'cellular response to mechanical stimulus', 'positive regulation of transcription, DNA-templated']"
MYLK2,"['neuromuscular synaptic transmission', 'striated muscle contraction', 'cardiac muscle contraction', 'skeletal muscle cell differentiation', 'positive regulation of gene expression', 'skeletal muscle satellite cell differentiation', 'regulation of muscle filament sliding', 'cardiac muscle tissue morphogenesis']"
NEK6,"['regulation of mitotic metaphase/anaphase transition', 'mitotic nuclear envelope disassembly', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'chromosome segregation', 'cell division', 'spindle assembly', 'apoptotic process', 'regulation of cellular senescence', 'regulation of mitotic cell cycle']"
CDKL3,"['dendrite extension', 'negative regulation of axon extension', 'cellular protein modification process', 'regulation of cell cycle', 'positive regulation of dendrite morphogenesis']"
TRIB1,"['regulation of MAP kinase activity', 'JNK cascade', 'negative regulation of DNA-binding transcription factor activity', 'negative regulation of protein kinase activity', 'negative regulation of neutrophil differentiation', 'positive regulation of eosinophil differentiation', 'positive regulation of macrophage differentiation', 'negative regulation of smooth muscle cell proliferation', 'negative regulation of smooth muscle cell migration', 'response to lipopolysaccharide', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'negative regulation of lipopolysaccharide-mediated signaling pathway']"
TTK,"['mitotic spindle assembly checkpoint', 'spindle organization', 'mitotic spindle organization', 'positive regulation of cell proliferation', 'protein localization to kinetochore', 'meiotic spindle assembly checkpoint', 'chromosome separation', 'protein localization to meiotic spindle midzone', 'female meiosis chromosome segregation', 'positive regulation of pathway-restricted SMAD protein phosphorylation']"
TSSK2,"['multicellular organism development', 'spermatid development', 'intracellular signal transduction']"
GRK6,['Wnt signaling pathway']
LYN,"['regulation of platelet aggregation', 'positive regulation of tyrosine phosphorylation of STAT protein', 'positive regulation of Fc receptor mediated stimulatory signaling pathway', 'negative regulation of myeloid leukocyte differentiation', 'regulation of erythrocyte differentiation', 'tolerance induction to self antigen', 'positive regulation of oligodendrocyte progenitor proliferation', 'adaptive immune response', 'positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process', 'response to organic cyclic compound', 'cellular response to DNA damage stimulus', 'response to hormone', 'immune response-regulating cell surface receptor signaling pathway', 'ephrin receptor signaling pathway', 'regulation of inflammatory response', 'regulation of mast cell activation', 'negative regulation of MAP kinase activity', 'negative regulation of cell proliferation', 'positive regulation of cell proliferation', 'Fc-epsilon receptor signaling pathway', 'positive regulation of cellular component movement', 'blood coagulation', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'stimulatory C-type lectin receptor signaling pathway', 'platelet degranulation', 'cellular response to heat', 'negative regulation of B cell proliferation', 'regulation of B cell receptor signaling pathway', 'B cell receptor signaling pathway', 'positive regulation of dendritic cell apoptotic process', 'T cell costimulation', 'neuron projection development', 'positive regulation of glial cell proliferation', 'B cell homeostasis', 'positive regulation of B cell receptor signaling pathway', 'regulation of release of sequestered calcium ion into cytosol', 'regulation of cell adhesion mediated by integrin', 'regulation of protein phosphorylation', 'cellular response to retinoic acid', 'negative regulation of protein phosphorylation', 'positive regulation of protein phosphorylation', 'regulation of B cell apoptotic process', 'leukocyte migration', 'regulation of cytokine production', 'response to axon injury', 'response to toxic substance', 'regulation of mast cell degranulation', 'positive regulation of neuron projection development', 'JAK-STAT cascade involved in growth hormone signaling pathway', 'regulation of monocyte chemotaxis', 'negative regulation of toll-like receptor 4 signaling pathway', 'positive regulation of phosphatidylinositol 3-kinase activity', 'cellular response to extracellular stimulus', 'erythrocyte differentiation', 'lipopolysaccharide-mediated signaling pathway', 'negative regulation of toll-like receptor 2 signaling pathway', 'positive regulation of cell migration', 'oligodendrocyte development', 'response to amino acid', 'negative regulation of intracellular signal transduction', 'Fc receptor mediated inhibitory signaling pathway', 'response to insulin', 'dendritic cell differentiation', 'viral process', 'negative regulation of immune response', 'platelet activation', 'positive regulation of stress-activated protein kinase signaling cascade', 'negative regulation of mast cell proliferation', 'positive regulation of mast cell proliferation', 'regulation of cytokine secretion', 'response to carbohydrate', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'response to sterol depletion', 'Fc receptor mediated stimulatory signaling pathway', 'histamine secretion by mast cell', 'cytokine secretion', 'regulation of ERK1 and ERK2 cascade', 'response to drug', 'negative regulation of ERK1 and ERK2 cascade', 'cell differentiation']"
MAP3K12,"['activation of JUN kinase activity', 'JNK cascade', 'MAPK cascade', 'activation of MAPKK activity', 'histone phosphorylation', 'negative regulation of motor neuron apoptotic process', 'intracellular signal transduction']"
LRRK2,"['regulation of kidney size', 'negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation', 'determination of adult lifespan', 'positive regulation of programmed cell death', 'neuromuscular junction development', 'activation of MAPK activity', 'activation of MAPKK activity', 'mitochondrion localization', 'intracellular signal transduction', 'excitatory postsynaptic potential', 'regulation of retrograde transport, endosome to Golgi', 'positive regulation of tumor necrosis factor secretion', 'regulation of membrane potential', 'positive regulation of nitric-oxide synthase biosynthetic process', 'negative regulation of macroautophagy', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'cellular protein localization', 'positive regulation of MAP kinase activity', 'regulation of neuroblast proliferation', 'regulation of locomotion', 'regulation of neuron maturation', 'regulation of CAMKK-AMPK signaling cascade', 'neuron projection morphogenesis', 'negative regulation of excitatory postsynaptic potential', 'olfactory bulb development', 'MAPK cascade', 'protein localization to mitochondrion', 'regulation of canonical Wnt signaling pathway', 'Wnt signalosome assembly', 'cellular response to starvation', 'negative regulation of autophagosome assembly', 'mitochondrion organization', 'reactive oxygen species metabolic process', 'intracellular distribution of mitochondria', 'negative regulation of protein phosphorylation', 'positive regulation of protein phosphorylation', 'regulation of synaptic vesicle exocytosis', 'positive regulation of protein binding', 'exploration behavior', 'locomotory exploration behavior', 'positive regulation of dopamine receptor signaling pathway', 'negative regulation of hydrogen peroxide-induced cell death', 'striatum development', 'negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway', 'negative regulation of protein binding', 'positive regulation of GTPase activity', 'negative regulation of neuron projection development', 'autophagy', 'regulation of protein kinase A signaling', 'positive regulation of protein ubiquitination', 'calcium-mediated signaling', 'regulation of synaptic transmission, glutamatergic', 'regulation of dendritic spine morphogenesis', 'negative regulation of GTPase activity', 'regulation of lysosomal lumen pH', 'regulation of branching morphogenesis of a nerve', 'positive regulation of canonical Wnt signaling pathway', 'negative regulation of protein processing involved in protein targeting to mitochondrion', 'regulation of mitochondrial fission', 'negative regulation of protein targeting to mitochondrion', 'endocytosis', 'regulation of dopamine receptor signaling pathway', 'regulation of synaptic vesicle transport', 'positive regulation of autophagy', 'regulation of autophagy', 'cellular response to manganese ion', 'neuron death', 'positive regulation of protein import into nucleus, translocation', 'Golgi organization', 'positive regulation of microglial cell activation', 'tangential migration from the subventricular zone to the olfactory bulb', 'GTP metabolic process', 'positive regulation of protein autoubiquitination', 'response to oxidative stress', 'negative regulation of protein processing', 'neuron projection arborization', 'canonical Wnt signaling pathway', 'regulation of mitochondrial depolarization', 'cellular response to dopamine', 'lysosome organization', 'spermatogenesis', 'positive regulation of synaptic vesicle endocytosis', 'negative regulation of neuron death', 'regulation of neuron death', 'negative regulation of late endosome to lysosome transport', 'positive regulation of histone deacetylase activity', 'cellular response to oxidative stress']"
STK40,"['multicellular organism growth', 'regulation of MAPK cascade', 'lung morphogenesis', 'respiratory system process', 'lung alveolus development', 'glycogen metabolic process', 'negative regulation of apoptotic process', 'regulation of gene expression']"
CIT,"['Golgi organization', 'regulation of actin polymerization or depolymerization', 'generation of neurons', 'mitotic cell cycle', 'G2/M transition of mitotic cell cycle', 'mitotic cytokinesis', 'positive regulation of cytokinesis', 'intracellular signal transduction', 'neuron apoptotic process']"
CDK11A,"['regulation of mRNA processing', 'regulation of cell growth', 'apoptotic process', 'regulation of transcription, DNA-templated', 'mitotic cell cycle']"
EIF2AK1,"['iron ion homeostasis', 'negative regulation of cell proliferation', 'protoporphyrinogen IX metabolic process', 'negative regulation of hemoglobin biosynthetic process', 'negative regulation of translational initiation by iron', 'response to iron ion starvation', 'acute inflammatory response', 'regulation of eIF2 alpha phosphorylation by heme', 'phagocytosis', 'regulation of translational initiation by eIF2 alpha phosphorylation', 'macrophage differentiation']"
FGR,"['regulation of cell shape', 'positive regulation of mast cell degranulation', 'positive regulation of phosphatidylinositol 3-kinase signaling', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'response to virus', 'integrin-mediated signaling pathway', 'positive regulation of cytokine secretion', 'defense response to Gram-positive bacterium', 'regulation of protein kinase activity', 'positive regulation of phosphatidylinositol 3-kinase activity', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'neutrophil degranulation', 'immune response-regulating cell surface receptor signaling pathway', 'regulation of innate immune response', 'cell differentiation', 'regulation of phagocytosis', 'positive regulation of cell migration']"
TSSK3,"['multicellular organism development', 'spermatogenesis', 'cell differentiation', 'intracellular signal transduction']"
MAPKAPK3,"['response to cytokine', 'toll-like receptor signaling pathway', 'MAPK cascade', 'activation of MAPK activity', 'vascular endothelial growth factor receptor signaling pathway', 'macropinocytosis', 'response to lipopolysaccharide', 'intracellular signal transduction']"
IP6K3,"['inositol phosphate metabolic process', 'phosphatidylinositol metabolic process', 'inositol phosphate biosynthetic process']"
MAP2K5,"['negative regulation of response to cytokine stimulus', 'positive regulation of transcription by RNA polymerase II', 'negative regulation of cell migration involved in sprouting angiogenesis', 'signal transduction by protein phosphorylation', 'negative regulation of transcription by RNA polymerase II', 'activation of MAPK activity', 'heart development', 'positive regulation of protein metabolic process', 'positive regulation of cell growth', 'negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'cellular response to laminar fluid shear stress', 'positive regulation of epithelial cell proliferation', 'negative regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'negative regulation of NF-kappaB transcription factor activity', 'stress-activated protein kinase signaling cascade', 'negative regulation of interleukin-8 biosynthetic process', 'ERK5 cascade', 'cellular response to growth factor stimulus', 'negative regulation of heterotypic cell-cell adhesion', 'negative regulation of chemokine (C-X-C motif) ligand 2 production']"
LIMK2,"['head development', 'spermatogenesis', 'cornea development in camera-type eye', 'actin cytoskeleton organization']"
HCK,"['regulation of cell shape', 'respiratory burst after phagocytosis', 'positive regulation of cell proliferation', 'mesoderm development', 'cell adhesion', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'regulation of DNA-binding transcription factor activity', 'inflammatory response', 'integrin-mediated signaling pathway', 'innate immune response-activating signal transduction', 'cytokine-mediated signaling pathway', 'regulation of defense response to virus by virus', 'interferon-gamma-mediated signaling pathway', 'positive regulation of actin cytoskeleton reorganization', 'leukocyte degranulation', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'leukocyte migration involved in immune response', 'negative regulation of apoptotic process', 'positive regulation of actin filament polymerization', 'cell differentiation', 'lipopolysaccharide-mediated signaling pathway', 'regulation of inflammatory response', 'regulation of phagocytosis', 'regulation of podosome assembly']"
CSNK1G3,"['cellular protein modification process', 'positive regulation of canonical Wnt signaling pathway', 'endocytosis']"
KHK,"['response to zinc ion', 'response to fructose', 'fructose metabolic process', 'carbohydrate phosphorylation', 'response to sucrose', 'fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate', 'response to glucose', 'response to insulin', 'regulation of glycogen metabolic process']"
TLK2,"['chromosome segregation', 'chromatin organization', 'cellular response to DNA damage stimulus', 'regulation of chromatin assembly or disassembly', 'cellular response to gamma radiation', 'negative regulation of autophagy', 'intracellular signal transduction', 'negative regulation of proteasomal ubiquitin-dependent protein catabolic process']"
MAPK8,"['positive regulation of cyclase activity', 'cellular response to amino acid starvation', 'regulation of DNA replication origin binding', 'JNK cascade', 'negative regulation of protein binding', 'JUN phosphorylation', 'positive regulation of protein metabolic process', 'intracellular signal transduction', 'stress-activated MAPK cascade', 'regulation of protein localization', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'positive regulation of gene expression', 'regulation of macroautophagy', 'regulation of gene expression', 'cellular response to reactive oxygen species', 'regulation of histone deacetylation', 'Fc-epsilon receptor signaling pathway', 'response to UV', 'regulation of circadian rhythm', 'response to mechanical stimulus', 'cellular response to organic substance', 'cellular response to cadmium ion', 'positive regulation of deacetylase activity', 'neuron development', 'cellular response to mechanical stimulus', 'rhythmic process', 'cellular response to lipopolysaccharide', 'negative regulation of apoptotic process', 'positive regulation of apoptotic process', 'cellular response to cytokine stimulus']"
CDC7,"['DNA replication initiation', 'positive regulation of nuclear cell cycle DNA replication', 'double-strand break repair via break-induced replication', 'DNA replication', 'positive regulation of cell proliferation', 'cell division', 'G1/S transition of mitotic cell cycle', 'cell cycle phase transition', 'negative regulation of G0 to G1 transition', 'positive regulation of G2/M transition of mitotic cell cycle']"
ERBB3,"['positive regulation of phosphatidylinositol 3-kinase signaling', 'phosphatidylinositol 3-kinase signaling', 'positive regulation of protein tyrosine kinase activity', 'phosphatidylinositol phosphorylation', 'negative regulation of secretion', 'wound healing', 'positive regulation of calcineurin-NFAT signaling cascade', 'neuron apoptotic process', 'Schwann cell differentiation', 'peripheral nervous system development', 'cranial nerve development', 'positive regulation of gene expression', 'positive regulation of protein kinase B signaling', 'endocardial cushion development', 'extrinsic apoptotic signaling pathway in absence of ligand', 'negative regulation of neuron apoptotic process', 'MAPK cascade', 'heart development', 'negative regulation of signal transduction', 'positive regulation of cardiac muscle tissue development', 'ERBB2 signaling pathway', 'negative regulation of cell adhesion', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'regulation of cell proliferation', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'regulation of cell motility']"
EGFR,"['negative regulation of ERBB signaling pathway', 'midgut development', 'regulation of phosphatidylinositol 3-kinase signaling', 'positive regulation of NIK/NF-kappaB signaling', 'phosphatidylinositol phosphorylation', 'positive regulation of production of miRNAs involved in gene silencing by miRNA', 'tongue development', 'cerebral cortex cell migration', 'activation of MAPKK activity', 'positive regulation of cell growth', 'hair follicle development', 'positive regulation of transcription, DNA-templated', 'positive regulation of epithelial cell proliferation', 'positive regulation of peptidyl-serine phosphorylation', 'positive regulation of protein kinase C activity', 'positive regulation of inflammatory response', 'response to osmotic stress', 'negative regulation of mitotic cell cycle', 'positive regulation of prolactin secretion', 'positive regulation of bone resorption', 'cellular response to epidermal growth factor stimulus', 'cellular response to reactive oxygen species', 'positive regulation of protein kinase B signaling', 'cell proliferation', 'positive regulation of MAP kinase activity', 'positive regulation of cell proliferation', 'neuron projection morphogenesis', 'negative regulation of cardiocyte differentiation', 'activation of phospholipase A2 activity by calcium-mediated signaling', 'positive regulation of transcription by RNA polymerase II', 'embryonic placenta development', 'positive regulation of smooth muscle cell proliferation', 'MAPK cascade', 'astrocyte activation', 'regulation of peptidyl-tyrosine phosphorylation', 'cellular response to estradiol stimulus', 'positive regulation of fibroblast proliferation', 'cellular response to cadmium ion', 'positive regulation of nitric oxide mediated signal transduction', 'ERBB2 signaling pathway', 'positive regulation of phosphorylation', 'response to cobalamin', 'response to hydroxyisoflavone', 'digestive tract morphogenesis', 'cellular response to mechanical stimulus', 'positive regulation of blood vessel diameter', 'positive regulation of protein phosphorylation', 'regulation of cell motility', 'diterpenoid metabolic process', 'cellular response to dexamethasone stimulus', 'cell-cell adhesion', 'positive regulation of superoxide anion generation', 'epidermal growth factor receptor signaling pathway', 'negative regulation of protein catabolic process', 'negative regulation of epidermal growth factor receptor signaling pathway', 'ovulation cycle', 'learning or memory', 'wound healing', 'ossification', 'regulation of nitric-oxide synthase activity', 'positive regulation of synaptic transmission, glutamatergic', 'protein insertion into membrane', 'positive regulation of DNA repair', 'positive regulation of canonical Wnt signaling pathway', 'circadian rhythm', 'hydrogen peroxide metabolic process', 'translation', 'positive regulation of cell migration', 'viral entry into host cell', 'positive regulation of vasoconstriction', 'positive regulation of DNA replication', 'negative regulation of Notch signaling pathway', 'salivary gland morphogenesis', 'response to UV-A', 'cellular response to amino acid stimulus', 'liver regeneration', 'negative regulation of signal transduction', 'lung development', 'membrane organization', 'positive regulation of protein localization to plasma membrane', 'morphogenesis of an epithelial fold', 'activation of phospholipase C activity', 'cell surface receptor signaling pathway', 'eyelid development in camera-type eye', 'regulation of transcription by RNA polymerase II', 'regulation of JNK cascade', 'regulation of ERK1 and ERK2 cascade', 'negative regulation of apoptotic process', 'response to calcium ion', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'magnesium ion homeostasis']"
PLK3,"['positive regulation of intracellular protein transport', 'mitotic cell cycle checkpoint', 'mitotic G1/S transition checkpoint', 'endomitotic cell cycle', 'response to radiation', 'positive regulation of chaperone-mediated autophagy', 'negative regulation of transcription by RNA polymerase II', 'regulation of cell division', 'protein kinase B signaling', 'G2/M transition of mitotic cell cycle', 'DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest', 'G1/S transition of mitotic cell cycle', 'apoptotic process', 'regulation of cytokinesis', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia', 'Golgi disassembly', 'response to osmotic stress', 'regulation of signal transduction by p53 class mediator', 'response to reactive oxygen species', 'cellular response to DNA damage stimulus', 'negative regulation of apoptotic process', 'cytoplasmic microtubule organization']"
NLK,"['transforming growth factor beta receptor signaling pathway', 'MAPK cascade', 'intracellular signal transduction', 'transcription, DNA-templated', 'Wnt signaling pathway, calcium modulating pathway', 'regulation of transcription, DNA-templated', 'serine phosphorylation of STAT protein', 'regulation of gene expression', 'negative regulation of Wnt signaling pathway', 'protein stabilization']"
KSR2,"['Ras protein signal transduction', 'positive regulation of cold-induced thermogenesis', 'calcium-mediated signaling']"
EPHA5,"['regulation of insulin secretion involved in cellular response to glucose stimulus', 'axon guidance', 'negative regulation of signal transduction', 'hippocampus development', 'neuron development', 'regulation of actin cytoskeleton organization', 'negative regulation of apoptotic process', 'regulation of GTPase activity', 'ephrin receptor signaling pathway', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'positive regulation of CREB transcription factor activity', 'cAMP-mediated signaling']"
MAP3K1,"['stress-activated protein kinase signaling cascade', 'Fc-epsilon receptor signaling pathway', 'signal transduction by protein phosphorylation', 'MAPK cascade', 'activation of MAPKK activity', 'cellular response to mechanical stimulus', 'MyD88-dependent toll-like receptor signaling pathway']"
BMX,"['mesoderm development', 'adaptive immune response', 'cell adhesion', 'phosphatidylinositol biosynthetic process', 'apoptotic process', 'intracellular signal transduction', 'B cell receptor signaling pathway']"
NME4,"['CTP biosynthetic process', 'GTP biosynthetic process', 'nucleoside metabolic process', 'nucleoside diphosphate phosphorylation', 'lipid transport', 'UTP biosynthetic process', 'nucleobase-containing small molecule interconversion']"
MAP3K9,"['transcription, DNA-templated', 'activation of JNKK activity', 'regulation of transcription, DNA-templated', 'activation of JUN kinase activity', 'MAPK cascade', 'apoptotic process', 'positive regulation of apoptotic process']"
PAK3,"['regulation of MAPK cascade', 'signal transduction by protein phosphorylation', 'positive regulation of neuron apoptotic process', 'stimulatory C-type lectin receptor signaling pathway', 'MAPK cascade', 'activation of MAPK activity', 'regulation of axonogenesis', 'axonogenesis', 'positive regulation of DNA biosynthetic process', 'T cell receptor signaling pathway', 'dendrite development', 'positive regulation of dendritic spine morphogenesis', 'T cell costimulation', 'synapse organization', 'stress-activated protein kinase signaling cascade', 'dendritic spine morphogenesis', 'regulation of actin filament polymerization', 'ephrin receptor signaling pathway', 'cellular response to organic cyclic compound', 'positive regulation of fibroblast migration']"
JAK3,"['interleukin-21-mediated signaling pathway', 'interleukin-9-mediated signaling pathway', 'interleukin-2-mediated signaling pathway', 'negative regulation of interleukin-10 production', 'interleukin-7-mediated signaling pathway', 'negative regulation of T-helper 1 cell differentiation', 'T cell homeostasis', 'MAPK cascade', 'negative regulation of dendritic cell cytokine production', 'negative regulation of thymocyte apoptotic process', 'cytokine-mediated signaling pathway', 'response to interleukin-2', 'intracellular signal transduction', 'tyrosine phosphorylation of STAT protein', 'interleukin-4-mediated signaling pathway', 'JAK-STAT cascade involved in growth hormone signaling pathway', 'B cell differentiation', 'adaptive immune response', 'regulation of JAK-STAT cascade', 'enzyme linked receptor protein signaling pathway', 'positive regulation of T cell proliferation', 'erythrocyte differentiation', 'negative regulation of FasL biosynthetic process', 'regulation of T cell apoptotic process', 'response to interleukin-15', 'response to interleukin-4', 'interleukin-15-mediated signaling pathway', 'negative regulation of interleukin-12 production', 'negative regulation of T cell activation', 'response to interleukin-9']"
EPHB4,"['cell migration involved in sprouting angiogenesis', 'cell adhesion', 'heart morphogenesis', 'negative regulation of signal transduction', 'angiogenesis', 'negative regulation of apoptotic process', 'ephrin receptor signaling pathway', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation']"
LRRK1,"['osteoclast development', 'positive regulation of canonical Wnt signaling pathway', 'positive regulation of intracellular signal transduction', 'bone resorption', 'positive regulation of peptidyl-tyrosine phosphorylation', 'negative regulation of peptidyl-tyrosine phosphorylation']"
BRD4,"['positive regulation of I-kappaB kinase/NF-kappaB signaling', 'chromatin organization', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of transcription elongation from RNA polymerase II promoter', 'positive regulation of transcription, DNA-templated', 'regulation of transcription involved in G1/S transition of mitotic cell cycle', 'viral process', 'positive regulation of G2/M transition of mitotic cell cycle', 'transcription, DNA-templated', 'cellular response to DNA damage stimulus', 'regulation of phosphorylation of RNA polymerase II C-terminal domain', 'regulation of inflammatory response', 'positive regulation of histone H3-K36 trimethylation']"
RPS6KA5,"['positive regulation of histone acetylation', 'histone H3-S28 phosphorylation', 'epidermal growth factor receptor signaling pathway', 'axon guidance', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of NF-kappaB transcription factor activity', 'histone H3-S10 phosphorylation', 'stimulatory C-type lectin receptor signaling pathway', 'inflammatory response', 'negative regulation of transcription, DNA-templated', 'histone H2A-S1 phosphorylation', 'histone phosphorylation', 'intracellular signal transduction', 'regulation of transcription, DNA-templated', 'positive regulation of CREB transcription factor activity', 'interleukin-1-mediated signaling pathway', 'negative regulation of cytokine production', 'positive regulation of histone phosphorylation']"
MAP3K20,"['cell cycle arrest', 'cell proliferation', 'mitotic cell cycle checkpoint', 'cytoskeleton organization', 'limb development', 'activation of JUN kinase activity', 'embryonic digit morphogenesis', 'DNA damage checkpoint', 'activation of MAPKK activity', 'cellular response to gamma radiation', 'cell death', 'positive regulation of apoptotic process', 'cell differentiation', 'stress-activated MAPK cascade']"
RPS6KA2,"['negative regulation of cell proliferation', 'negative regulation of cell cycle', 'positive regulation of apoptotic process']"
CDC42BPA,"['actomyosin structure organization', 'cell migration', 'actin cytoskeleton reorganization', 'intracellular signal transduction']"
RET,"['retina development in camera-type eye', 'positive regulation of peptidyl-serine phosphorylation of STAT protein', 'axon guidance', 'posterior midgut development', 'activation of MAPK activity', 'enteric nervous system development', 'positive regulation of transcription, DNA-templated', 'positive regulation of metanephric glomerulus development', 'membrane protein proteolysis', 'positive regulation of neuron projection development', 'ureter maturation', 'lymphocyte migration into lymphoid organs', 'neural crest cell migration', 'embryonic epithelial tube formation', 'positive regulation of protein kinase B signaling', 'positive regulation of cell migration', 'glial cell-derived neurotrophic factor receptor signaling pathway', 'positive regulation of neuron maturation', 'innervation', 'neuron cell-cell adhesion', 'neuron maturation', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'response to pain', 'MAPK cascade', 'negative regulation of signal transduction', 'positive regulation of cell size', 'regulation of axonogenesis', 'positive regulation of cell adhesion mediated by integrin', ""Peyer's patch morphogenesis"", 'positive regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'positive regulation of MAPK cascade', 'ureteric bud development', 'cellular response to retinoic acid', 'response to drug', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'regulation of cell adhesion']"
KALRN,"['regulation of Rho protein signal transduction', 'habituation', 'positive regulation of long-term synaptic potentiation', 'nervous system development', 'lactation', 'adult locomotory behavior', 'negative regulation of growth hormone secretion', 'memory', 'positive regulation of GTPase activity', 'response to mechanical stimulus', 'maternal behavior', 'smooth muscle cell proliferation', 'neuromuscular junction development', 'vesicle-mediated transport', 'behavioral response to cocaine', 'regulation of neuronal synaptic plasticity', 'regulation of synaptic transmission, glutamatergic', 'intracellular signal transduction', 'social behavior', 'regulation of protein localization to plasma membrane', 'positive regulation of dendritic spine morphogenesis', 'Rho protein signal transduction', 'behavioral response to formalin induced pain', 'maternal process involved in parturition', 'behavioral fear response', 'smooth muscle cell migration', 'regulation of small GTPase mediated signal transduction', 'positive regulation of apoptotic process', 'ephrin receptor signaling pathway']"
PRKCH,"['protein kinase C signaling', 'negative regulation of glial cell apoptotic process', 'positive regulation of NF-kappaB transcription factor activity', 'regulation of bicellular tight junction assembly', 'platelet activation', 'intracellular signal transduction', 'positive regulation of keratinocyte differentiation', 'positive regulation of protein localization to plasma membrane', 'positive regulation of glial cell proliferation', 'positive regulation of B cell receptor signaling pathway', 'positive regulation of macrophage derived foam cell differentiation']"
